0,-196.444458007813,-158.777130126953,0
0,-196.49201965332,-158.669052124023,0
0,-196.563888549805,-158.604110717773,0
0,-196.543533325195,-158.587539672852,0
0,-196.565002441406,-158.571990966797,0
0,-196.571990966797,-158.558395385742,0
0,-196.590179443359,-158.540512084961,0
0,-196.569274902344,-158.527145385742,0
0,-196.574295043945,-158.518020629883,0
0,-196.666275024414,-158.455261230469,0
0,-196.674865722656,-158.351593017578,0
0,-196.686447143555,-158.251052856445,0
0,-196.809661865234,-158.178268432617,0
0,-196.75048828125,-158.127319335938,0
0,-196.779006958008,-158.100372314453,0
0,-196.781524658203,-158.096115112305,0
0,-196.823440551758,-158.082489013672,0
0,-196.80842590332,-158.082046508789,0
0,-196.763397216797,-158.082046508789,0
0,-196.722549438477,-158.065567016602,0
0,-196.837097167969,-157.958206176758,0
0,-196.907836914063,-157.831665039063,0
0,-196.922973632813,-157.696731567383,0
0,-197.053573608398,-157.569854736328,0
0,-197.145324707031,-157.455932617188,0
0,-197.172973632813,-157.374282836914,0
0,-197.2431640625,-157.317657470703,0
0,-197.21891784668,-157.269393920898,0
0,-197.275817871094,-157.224060058594,0
0,-197.320007324219,-157.173873901367,0
0,-197.310684204102,-157.080383300781,0
0,-197.383438110352,-156.972503662109,0
0,-197.419830322266,-156.851043701172,0
0,-197.512451171875,-156.742752075195,0
0,-197.584365844727,-156.63232421875,0
0,-197.652267456055,-156.526428222656,0
0,-197.632369995117,-156.445617675781,0
0,-197.758316040039,-156.364059448242,0
0,-197.756790161133,-156.298141479492,0
0,-197.743133544922,-156.230056762695,0
0,-197.838333129883,-156.147796630859,0
0,-197.797058105469,-156.061157226563,0
0,-197.881164550781,-155.971145629883,0
0,-197.874298095703,-155.890548706055,0
0,-197.921722412109,-155.804870605469,0
0,-197.939392089844,-155.731643676758,0
0,-197.983520507813,-155.675079345703,0
0,-198.037475585938,-155.630554199219,0
0,-197.967269897461,-155.617721557617,0
0,-197.979415893555,-155.61296081543,0
0,-198.024475097656,-155.6123046875,0
0,-198.024856567383,-155.600250244141,0
0,-197.967803955078,-155.599594116211,0
0,-197.962768554688,-155.608917236328,0
0,-197.985137939453,-155.601516723633,0
0,-197.99250793457,-155.605880737305,0
0,-198.01579284668,-155.601287841797,0
0,-197.994842529297,-155.60173034668,0
0,-198.013916015625,-155.607650756836,0
0,-197.98762512207,-155.600433349609,0
0,-198.00439453125,-155.602920532227,0
0,-197.929962158203,-155.61296081543,0
0,-197.97883605957,-155.604644775391,0
0,-197.965057373047,-155.598510742188,0
0,-197.984741210938,-155.601577758789,0
0,-197.973999023438,-155.598541259766,0
0,-197.992446899414,-155.592132568359,0
0,-197.990463256836,-155.596496582031,0
0,-197.981628417969,-155.593276977539,0
0,-198.005249023438,-155.586624145508,0
0,-197.985595703125,-155.586837768555,0
0,-198.007308959961,-155.569641113281,0
0,-197.983367919922,-155.574554443359,0
0,-198.075012207031,-155.492034912109,0
0,-198.00016784668,-155.376800537109,0
0,-198.098434448242,-155.246719360352,0
0,-198.094345092773,-155.139144897461,0
0,-198.19775390625,-155.034225463867,0
0,-198.212295532227,-154.946441650391,0
0,-198.250900268555,-154.877670288086,0
0,-198.327850341797,-154.829772949219,0
0,-198.280151367188,-154.75798034668,0
0,-198.331176757813,-154.687606811523,0
0,-198.389175415039,-154.583099365234,0
0,-198.474655151367,-154.465896606445,0
0,-198.472290039063,-154.340774536133,0
0,-198.511383056641,-154.223785400391,0
0,-198.585098266602,-154.116714477539,0
0,-198.637893676758,-154.02392578125,0
0,-198.638381958008,-153.935989379883,0
0,-198.651336669922,-153.86799621582,0
0,-198.669921875,-153.8115234375,0
0,-198.689331054688,-153.744445800781,0
0,-198.673889160156,-153.683258056641,0
0,-198.710479736328,-153.614013671875,0
0,-198.780151367188,-153.545562744141,0
0,-198.810501098633,-153.454086303711,0
0,-198.848327636719,-153.368667602539,0
0,-198.896484375,-153.280639648438,0
0,-198.884918212891,-153.191436767578,0
0,-198.917739868164,-153.100173950195,0
0,-198.957412719727,-153.019897460938,0
0,-198.961441040039,-152.943649291992,0
0,-198.999176025391,-152.858276367188,0
0,-198.956008911133,-152.784515380859,0
0,-198.991592407227,-152.706756591797,0
0,-199.036743164063,-152.63005065918,0
0,-199.032363891602,-152.547378540039,0
0,-199.043853759766,-152.465316772461,0
0,-199.141098022461,-152.375823974609,0
0,-199.125427246094,-152.274108886719,0
0,-199.174407958984,-152.178024291992,0
0,-199.199768066406,-152.083770751953,0
0,-199.277572631836,-151.989166259766,0
0,-199.29182434082,-151.901458740234,0
0,-199.341110229492,-151.83122253418,0
0,-199.403854370117,-151.750869750977,0
0,-199.38037109375,-151.674133300781,0
0,-199.365509033203,-151.600036621094,0
0,-199.356735229492,-151.524520874023,0
0,-199.426422119141,-151.436370849609,0
0,-199.403549194336,-151.336166381836,0
0,-199.469650268555,-151.213897705078,0
0,-199.476028442383,-151.09440612793,0
0,-199.523742675781,-150.959762573242,0
0,-199.519119262695,-150.814239501953,0
0,-199.546890258789,-150.657409667969,0
0,-199.59748840332,-150.500076293945,0
0,-199.582778930664,-150.357330322266,0
0,-199.643600463867,-150.215637207031,0
0,-199.713073730469,-150.086532592773,0
0,-199.758453369141,-149.968078613281,0
0,-199.804718017578,-149.862899780273,0
0,-199.862411499023,-149.760147094727,0
